SMB0040,U,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Spare Bus,Bulim,,1,LAWO BENEFIT,SMRT
SMB0041,S,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Spare Bus,Kranji,,1,LAWO BENEFIT,SMRT
SMB0042,P,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Spare Bus,Kranji,,1,LAWO BENEFIT,SMRT
SMB0043,L,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,Ang Mo Kio,,1,LAWO BENEFIT,SMRT
SMB0044,J,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,Loyang,,1,LAWO BENEFIT,SMRT
SMB0045,G,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,Ang Mo Kio,,1,LAWO BENEFIT,SMRT
SMB0046,D,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,Ang Mo Kio,,1,LAWO BENEFIT,SMRT
SMB0047,B,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,Ang Mo Kio,,1,LAWO BENEFIT,SMRT
SMB0048,Z,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,Ang Mo Kio,,1,LAWO BENEFIT,SMRT
SMB0049,X,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,Ang Mo Kio,,1,LAWO BENEFIT,SMRT
SMB0050,R,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Spare Bus,Ang Mo Kio,,1,LAWO BENEFIT,SMRT
SMB0051,M,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,Ang Mo Kio,,1,LAWO BENEFIT,SMRT
SMB0052,K,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,Ang Mo Kio,,1,LAWO BENEFIT,SMRT
SMB0053,H,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Spare Bus,Kranji,,1,LAWO BENEFIT,SMRT
SMB0054,E,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,Kranji,,1,LAWO BENEFIT,SMRT
SMB0055,C,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,Kranji,,1,LAWO BENEFIT,SMRT
SMB0056,A,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,Bulim,,1,LAWO BENEFIT,SMRT
SMB0057,Y,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,Bulim,,1,LAWO BENEFIT,SMRT
SMB0058,U,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,Bulim,,1,LAWO BENEFIT,SMRT
SMB0059,S,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,Bulim,,1,LAWO BENEFIT,SMRT
SMB0060,L,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,Loyang,,1,LAWO BENEFIT,SMRT
SMB0061,J,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,Ang Mo Kio,,1,LAWO BENEFIT,SMRT
SMB0062,G,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,Ang Mo Kio,,1,LAWO BENEFIT,SMRT
SMB0063,D,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,Ang Mo Kio,,1,LAWO BENEFIT,SMRT
SMB0064,B,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,Ang Mo Kio,,1,LAWO BENEFIT,SMRT
SMB0065,Z,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,Kranji,,1,LAWO BENEFIT,SMRT
SMB0066,X,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,Kranji,,1,LAWO BENEFIT,SMRT
SMB0067,T,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,Kranji,,1,LAWO BENEFIT,SMRT
SMB0068,R,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0069,M,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0070,H,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0071,E,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Spare Bus,,,2,LAWO BENEFIT,SMRT
SMB0072,C,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Spare Bus,,,2,LAWO BENEFIT,SMRT
SMB0073,A,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0074,Y,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0075,U,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0076,S,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,Uses smaller rear EDS,2,LAWO BENEFIT,SMRT
SMB0077,P,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Spare Bus,,,2,LAWO BENEFIT,SMRT
SMB0078,L,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Spare Bus,,,2,LAWO BENEFIT,SMRT
SMB0079,J,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0080,D,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Spare Bus,,,2,LAWO BENEFIT,SMRT
SMB0081,B,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0082,Z,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0083,X,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0084,T,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0085,R,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0086,M,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Spare Bus,,,2,LAWO BENEFIT,SMRT
SMB0087,K,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0088,H,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0089,E,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0090,A,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Spare Bus,,,2,LAWO BENEFIT,SMRT
SMB0091,Y,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,Mobitec MobiLED,SMRT
SMB0092,U,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0093,S,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0094,P,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0095,L,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0096,J,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0097,G,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0098,D,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0099,B,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0100,E,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Spare Bus,,,2,LAWO BENEFIT,SMRT
SMB0101,C,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0102,A,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0103,Y,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Spare Bus,,,2,LAWO BENEFIT,SMRT
SMB0104,U,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0105,S,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Spare Bus,,,2,LAWO BENEFIT,SMRT
SMB0106,P,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0107,L,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0108,J,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Spare Bus,,,2,LAWO BENEFIT,SMRT
SMB0109,G,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Spare Bus,,,2,LAWO BENEFIT,SMRT
SMB0110,B,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0111,Z,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0112,X,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Spare Bus,,,2,LAWO BENEFIT,SMRT
SMB0113,T,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Spare Bus,,,2,LAWO BENEFIT,SMRT
SMB0114,R,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0115,M,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0116,K,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0117,H,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0118,E,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Spare Bus,,,2,LAWO BENEFIT,SMRT
SMB0119,C,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0120,Y,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Spare Bus,,,2,LAWO BENEFIT,SMRT
SMB0121,U,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0122,S,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0123,P,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0124,L,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0125,J,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0126,G,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0127,D,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0128,B,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0129,Z,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Spare Bus,,,2,LAWO BENEFIT,SMRT
SMB0130,T,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Spare Bus,,,2,LAWO BENEFIT,SMRT
SMB0131,R,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Spare Bus,,,2,LAWO BENEFIT,SMRT
SMB0132,M,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0133,K,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0134,H,Mercedes-Benz OC500LE ,Gemilang Coachworks,EvoBus,Active,,,2,LAWO BENEFIT,SMRT
SMB0135,E,Yutong ZK6126 HGC,Yutong Integral,Yutong Bus,Sold to Bedok Transport,Ang Mo Kio,Demonstrator; Now PH8811S,-,Tongda TD-05-R (?),SMRT
SMB0136,C,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,Demonstrator,-,Gorba imotion,SMRT
SMB0137,A,Zongtong LCK6121G HEV,Zongtong Integral,Zongtong,Sold to Travel GSH,Kranji,Demonstrator; Now PC2086J,,Mobitec MobiLED,SMRT
SMB0138,Y,MAN NL323F (A22),MCV Evolution,MAN Trucks and Buses,Scrapped,,Demonstrator; Comes with LG TV and WiFi,-,Hanover,SMRT
SMB0139,U,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,1,LAWO BENEFIT,SMRT
SMB0140,P,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,Repainted in new SMRT livery,1,,SMRT
SMB0141,L,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,Training Bus,1,,SMRT
SMB0142,J,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,1,,SMRT
SMB0143,G,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,1,,SMRT
SMB0144,D,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,1,,SMRT
SMB0145,B,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,1,,SMRT
SMB0146,Z,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,1,,SMRT
SMB0147,X,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,1,,SMRT
SMB0148,T,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,1,,SMRT
SMB0149,R,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,2,,SMRT
SMB0150,K,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,2,,SMRT
SMB0151,H,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Spare Bus,Ang Mo Kio,,2,,SMRT
SMB0152,E,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,2,,SMRT
SMB0153,C,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,2,,SMRT
SMB0154,A,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,2,,SMRT
SMB0155,Y,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Spare Bus,Ang Mo Kio,,2,,SMRT
SMB0156,U,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Spare Bus,Ang Mo Kio,,2,,SMRT
SMB0157,S,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,2,,SMRT
SMB0158,P,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Spare Bus,Ang Mo Kio,,2,,SMRT
SMB0159,L,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,2,,SMRT
SMB0160,G,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,2,,SMRT
SMB0161,D,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,2,,SMRT
SMB0162,B,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,2,,SMRT
SMB0163,Z,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,2,,SMRT
SMB0164,X,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,2,,SMRT
SMB0165,T,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,2,,SMRT
SMB0166,R,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,2,,SMRT
SMB0167,M,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,2,,SMRT
SMB0168,K,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,2,,SMRT
SMB0169,H,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,2,,SMRT
SMB0170,C,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,2,,SMRT
SMB0171,A,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,2,,SMRT
SMB0172,Y,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,2,,SMRT
SMB0173,U,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,2,,SMRT
SMB0174,S,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,2,,SMRT
SMB0175,P,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,2,,SMRT
SMB0176,L,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,2,,SMRT
SMB0177,J,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,2,,SMRT
SMB0178,G,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,2,,SMRT
SMB0179,D,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,Repainted in new SMRT livery,2,,SMRT
SMB0180,Z,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,2,,SMRT
SMB0181,X,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,2,,SMRT
SMB0182,T,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Spare Bus,Ang Mo Kio,,2,,SMRT
SMB0183,R,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Training Bus,Kranji,,2,,SMRT
SMB0184,M,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,2,,SMRT
SMB0185,K,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,2,,SMRT
SMB0186,H,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,2,,SMRT
SMB0187,E,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Spare Bus,Ang Mo Kio,,2,,SMRT
SMB0188,C,Mercedes-Benz O530 Citaro,EvoBus,EvoBus,Active,Ang Mo Kio,,2,,SMRT
SMB0189,A,MAN NL323F (A22),MAN Lion’s City Hybrid,MAN Trucks and Buses,Active,,,1,Mobitec MobiLED,SMRT
SMB0190,U,MAN NL323F (A22),MAN Lion’s City Hybrid,MAN Trucks and Buses,Active,,,1,Mobitec MobiLED,SMRT
SMB0191,S,MAN NL323F (A22),MAN Lion’s City Hybrid,MAN Trucks and Buses,Active,,,1,Mobitec MobiLED,SMRT
SMB0192,P,MAN NL323F (A22),MAN Lion’s City Hybrid,MAN Trucks and Buses,Active,,,1,Mobitec MobiLED,SMRT
SMB0193,L,MAN NL323F (A22),MAN Lion’s City Hybrid,MAN Trucks and Buses,Active,,,1,Mobitec MobiLED,SMRT
SMB0194,J,MAN NL323F (A22),MAN Lion’s City Hybrid,MAN Trucks and Buses,Active,,,1,Mobitec MobiLED,SMRT
SMB0195,G,MAN NL323F (A22),MAN Lion’s City Hybrid,MAN Trucks and Buses,Active,,,1,Mobitec MobiLED,SMRT
SMB0196,D,MAN NL323F (A22),MAN Lion’s City Hybrid,MAN Trucks and Buses,Active,,,1,Mobitec MobiLED,SMRT
SMB0197,B,MAN NL323F (A22),MAN Lion’s City Hybrid,MAN Trucks and Buses,Active,,,1,Mobitec MobiLED,SMRT
SMB0198,Z,MAN NL323F (A22),MAN Lion’s City Hybrid,MAN Trucks and Buses,Active,,,1,Mobitec MobiLED,SMRT
SMB0199,X,MAN NL323F (A22),MAN Lion’s City Hybrid,MAN Trucks and Buses,Active,,,1,Mobitec MobiLED,SMRT
SMB0200,A,MAN NL323F (A22),MAN Lion’s City Hybrid,MAN Trucks and Buses,Active,,,1,Mobitec MobiLED,SMRT
SMB0201,Y,MAN NL323F (A22),MAN Lion’s City Hybrid,MAN Trucks and Buses,Active,,,1,Mobitec MobiLED,SMRT
SMB0202,U,MAN NL323F (A22),MAN Lion’s City Hybrid,MAN Trucks and Buses,Active,,,1,Mobitec MobiLED,SMRT
SMB0203,S,MAN NL323F (A22),MAN Lion’s City Hybrid,MAN Trucks and Buses,Active,,Repainted in new SMRT livery,1,Mobitec MobiLED,SMRT
SMB0204,P,MAN NL323F (A22),MAN Lion’s City Hybrid,MAN Trucks and Buses,Active,,,1,Mobitec MobiLED,SMRT
SMB0205,L,MAN NL323F (A22),MAN Lion’s City Hybrid,MAN Trucks and Buses,Active,,,1,Mobitec MobiLED,SMRT
SMB0206,J,MAN NL323F (A22),MAN Lion’s City Hybrid,MAN Trucks and Buses,Active,,,1,Mobitec MobiLED,SMRT
SMB0207,G,MAN NL323F (A22),MAN Lion’s City Hybrid,MAN Trucks and Buses,Active,,,1,Mobitec MobiLED,SMRT
SMB0208,D,MAN NL323F (A22),MAN Lion’s City Hybrid,MAN Trucks and Buses,Active,,,1,Mobitec MobiLED,SMRT
SMB0209,B,MAN NL323F (A22),MAN Lion’s City Hybrid,MAN Trucks and Buses,Active,,,1,Mobitec MobiLED,SMRT
